,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
12254,57,7,0,2,0,1,0,1,6,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12255,39,1,2,4,0,0,0,1,6,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12256,39,1,2,4,0,0,0,1,6,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12257,39,1,2,4,0,0,0,1,6,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12258,43,2,1,6,0,0,1,1,6,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12259,35,1,0,6,0,0,0,1,6,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12260,36,8,1,3,0,0,0,1,6,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12261,36,8,1,3,0,0,0,1,6,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12262,29,1,2,6,0,0,0,1,6,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12263,37,4,1,3,0,1,0,1,6,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12264,34,1,0,6,0,0,0,1,6,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,0
12265,34,2,1,6,0,1,0,1,6,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12266,29,3,0,4,0,1,0,1,6,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12267,52,7,2,1,0,1,0,1,6,3,4,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12268,24,1,2,4,0,1,1,1,6,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12269,27,6,1,3,0,0,0,1,6,3,3,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12270,30,4,1,5,0,1,0,1,6,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12271,34,3,1,2,0,1,0,1,6,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12272,41,6,2,4,0,0,1,1,6,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12273,57,7,1,1,0,1,0,1,6,3,3,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12274,32,6,1,4,0,1,0,1,6,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12275,37,4,1,3,0,0,0,1,6,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12276,38,3,1,2,0,1,0,1,6,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12277,50,0,1,5,0,1,0,1,6,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12278,28,2,2,3,0,0,0,1,6,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12279,39,3,1,3,0,0,1,1,6,3,5,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12280,34,3,1,3,0,1,0,1,6,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12281,30,6,1,3,0,0,1,1,6,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12282,25,6,2,4,0,1,0,1,6,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12283,43,3,1,1,0,1,0,1,6,3,3,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12284,26,4,1,5,0,1,0,1,6,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12285,46,3,1,3,0,0,0,1,6,3,4,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12286,29,0,2,6,0,1,0,1,6,3,11,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12287,23,4,2,5,0,1,0,1,6,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12288,55,3,1,1,0,0,0,1,6,3,6,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,1
12289,36,2,1,2,0,1,0,1,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12290,46,5,1,4,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12291,32,4,2,5,0,0,0,1,6,4,3,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12292,46,3,1,4,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12293,31,4,1,4,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12294,24,3,2,3,0,0,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12295,37,1,2,6,0,0,0,1,6,4,11,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12296,27,6,2,4,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12297,56,5,1,3,0,0,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12298,55,4,1,6,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12299,32,3,1,2,0,0,1,1,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12300,26,1,2,4,0,0,1,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12301,45,2,1,6,0,0,1,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12302,45,2,1,6,0,0,1,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12303,29,3,2,4,0,1,0,1,6,4,4,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12304,46,6,1,4,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12305,32,4,0,5,0,1,1,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12306,32,3,1,2,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12307,43,2,1,4,0,0,1,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12308,32,7,1,2,0,0,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12309,30,1,2,4,0,0,0,1,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12310,39,1,1,4,0,0,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12311,39,1,1,4,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12312,32,3,2,4,0,0,0,1,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12313,43,4,1,6,0,1,0,1,6,4,3,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12314,40,3,2,4,0,0,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12315,31,10,2,5,0,0,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12316,36,0,1,6,0,0,0,1,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12317,50,3,1,1,0,0,1,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12318,28,1,2,6,0,0,0,1,6,4,3,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12319,31,1,2,6,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12320,30,1,2,4,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12321,30,1,2,4,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12322,27,6,1,4,0,0,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,0
12323,35,3,1,4,0,0,0,1,6,4,3,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12324,34,1,1,6,0,1,0,1,6,4,4,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12325,30,1,2,6,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12326,41,0,1,1,0,0,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12327,43,3,0,1,0,0,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12328,31,1,2,6,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12329,35,3,1,1,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12330,53,3,1,1,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12331,57,1,2,6,0,0,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12332,39,1,1,6,0,0,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12333,41,3,1,1,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12334,31,1,0,6,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12335,37,10,1,6,0,0,1,1,6,4,3,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12336,26,1,2,4,0,1,0,1,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12337,38,6,2,4,0,0,0,1,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12338,34,4,2,4,0,1,0,1,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12339,32,1,0,6,0,0,1,1,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12340,53,7,1,1,0,0,0,1,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12341,41,0,1,1,0,1,0,1,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12342,45,1,1,6,0,0,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12343,33,4,1,6,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12344,45,3,1,1,0,0,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12345,34,4,2,5,0,1,0,1,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12346,42,1,0,6,0,1,0,1,6,4,3,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12347,42,3,1,3,0,0,0,1,6,4,4,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12348,29,0,1,2,0,1,1,1,6,4,3,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12349,30,6,2,4,0,1,0,1,6,4,3,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12350,43,4,2,5,0,1,0,1,6,4,6,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12351,59,8,1,1,0,0,0,1,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12352,27,1,1,6,0,1,1,1,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12353,28,3,0,1,0,0,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12354,29,1,2,6,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12355,49,3,1,3,0,0,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12356,49,3,1,3,0,1,0,1,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12357,45,3,1,3,0,1,0,0,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12358,29,0,1,4,0,1,0,0,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12359,46,6,1,4,0,1,0,1,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12360,33,4,1,3,0,1,0,0,6,4,4,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12361,41,2,1,6,0,1,0,0,6,4,3,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12362,31,4,2,5,0,0,0,1,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12363,30,6,0,4,0,1,1,0,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12364,58,8,1,5,0,1,0,0,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12365,31,3,1,3,0,1,0,0,6,4,3,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12366,30,1,1,4,0,1,0,0,6,4,6,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12367,40,3,0,2,0,0,0,0,6,4,3,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12368,33,6,1,4,0,1,0,0,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12369,38,3,1,3,0,0,0,0,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12370,29,1,1,3,0,1,0,0,6,4,3,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12371,40,3,1,3,0,0,0,1,6,4,3,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12372,48,3,1,1,0,0,1,0,6,4,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12373,51,8,1,3,0,0,0,0,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12374,51,8,1,3,0,1,0,0,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12375,34,4,1,4,0,1,0,0,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12376,46,3,1,3,0,0,0,0,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12377,34,10,1,4,0,0,0,0,6,4,1,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1
12378,55,1,1,4,0,1,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12379,47,1,1,6,0,0,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12380,41,3,1,1,0,1,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12381,49,1,0,4,0,0,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12382,38,1,0,4,0,0,1,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12383,51,1,1,0,0,0,0,0,6,0,4,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12384,52,2,1,5,0,1,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0
12385,59,8,1,5,0,1,1,0,6,0,4,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0
12386,33,5,1,3,0,1,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12387,40,1,1,4,0,1,1,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0
12388,48,1,1,6,0,1,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12389,57,1,0,3,0,1,1,0,6,0,4,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12390,34,4,2,6,0,0,1,0,6,0,5,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12391,53,5,0,6,0,0,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12392,56,4,1,6,0,0,0,0,6,0,19,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12393,29,10,0,6,0,1,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12394,52,3,1,3,0,0,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12395,31,6,1,4,0,0,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12396,30,3,2,3,0,1,0,0,6,0,4,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12397,45,1,1,3,0,1,1,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12398,30,4,2,5,0,1,1,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12399,27,3,1,3,0,1,1,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12400,42,3,1,1,0,1,0,0,6,0,6,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12401,35,1,2,6,0,0,0,0,6,0,5,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12402,43,10,1,4,0,1,0,0,6,0,5,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12403,35,6,1,5,0,0,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12404,52,3,1,3,0,0,0,0,6,0,5,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12405,32,3,1,2,0,0,0,1,6,0,6,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12406,48,1,1,6,0,1,1,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12407,40,3,1,2,0,0,0,1,6,0,6,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12408,43,2,1,4,0,0,1,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12409,34,3,1,3,0,1,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12410,42,5,1,4,0,1,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12411,52,2,0,6,0,0,0,0,6,0,4,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12412,31,3,1,2,0,0,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12413,44,4,0,5,0,0,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12414,40,4,1,6,0,0,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12415,42,4,1,5,0,0,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12416,42,6,1,4,0,1,0,0,6,0,4,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12417,31,1,1,3,0,1,0,1,6,0,5,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12418,57,2,0,6,0,0,1,0,6,0,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12419,44,3,1,3,0,1,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12420,52,6,1,2,0,0,1,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12421,40,4,1,3,0,0,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12422,47,5,1,6,0,1,0,0,6,0,9,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12423,42,3,2,1,0,0,0,0,6,0,6,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12424,47,4,1,5,0,0,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12425,31,0,1,2,0,1,1,0,6,0,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0
12426,45,2,1,3,0,0,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12427,26,1,2,6,0,1,1,0,6,0,4,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12428,52,3,1,3,0,0,0,0,6,0,6,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12429,30,1,2,6,0,0,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12430,51,2,1,1,0,0,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12431,41,3,1,3,0,0,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12432,46,1,1,3,0,0,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12433,31,2,1,4,0,0,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0
12434,45,1,0,6,0,0,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12435,42,1,2,6,0,0,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12436,47,6,2,3,0,0,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12437,56,3,2,1,0,1,0,0,6,0,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12438,37,5,2,1,0,0,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12439,41,3,2,1,0,1,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12440,42,3,0,3,0,0,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12441,23,3,2,3,0,0,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12442,42,7,0,1,0,0,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12443,56,1,0,2,0,1,0,0,6,0,4,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12444,39,7,1,1,0,0,0,0,6,0,5,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12445,31,7,0,4,0,1,0,0,6,0,4,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12446,37,3,1,3,0,0,0,0,6,0,4,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12447,40,4,1,4,0,1,0,0,6,0,4,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12448,43,2,1,6,0,0,0,0,6,0,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12449,39,4,1,3,0,0,0,0,6,0,4,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12450,40,5,1,4,0,1,0,1,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12451,47,3,2,3,0,1,1,1,6,0,9,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12452,50,3,1,1,0,1,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12453,30,6,1,4,0,1,0,0,6,0,4,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12454,40,10,2,4,0,1,0,0,6,0,5,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12455,32,6,2,4,0,0,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0
12456,25,1,1,4,0,0,1,0,6,0,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12457,29,4,1,5,0,0,0,0,6,0,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12458,56,8,1,1,0,1,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0
12459,31,6,2,4,0,1,1,0,6,0,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12460,42,3,0,3,0,0,0,1,6,0,8,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12461,50,3,0,4,0,1,1,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0
12462,41,3,1,1,0,1,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12463,38,3,1,3,0,1,0,0,6,0,6,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12464,46,0,1,6,0,0,1,1,6,0,4,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12465,32,2,2,6,0,0,0,1,6,0,8,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12466,31,4,1,6,0,1,1,0,6,0,5,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0
12467,35,3,1,3,0,0,0,1,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0
12468,44,6,1,4,0,0,0,0,6,0,4,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12469,39,6,1,4,0,1,0,1,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12470,36,1,1,6,0,0,0,0,6,0,6,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12471,39,10,1,4,0,0,0,0,6,0,7,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12472,56,3,1,3,0,0,0,1,6,0,4,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12473,28,7,2,2,0,0,0,0,6,0,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12474,40,3,1,3,0,0,0,0,6,0,4,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12475,23,1,2,6,0,1,1,1,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12476,49,10,0,3,0,0,0,0,6,0,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12477,28,3,1,3,0,1,0,0,6,0,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12478,49,1,0,4,0,0,0,0,6,0,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12479,39,7,1,1,0,1,0,0,6,0,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12480,36,3,1,2,0,0,0,0,6,0,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12481,45,6,2,3,0,0,1,0,6,0,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12482,51,3,1,1,0,0,1,0,6,0,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12483,33,6,0,6,0,0,0,0,6,0,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12484,47,6,1,2,0,1,0,0,6,0,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12485,33,10,0,3,0,0,0,0,6,0,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12486,36,7,1,6,0,1,0,0,6,0,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12487,41,1,2,4,0,0,0,0,6,0,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
12488,42,0,1,4,0,0,0,0,6,0,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1
